FILE	h_201
ESC_EA9839AA.fasta	3
ESC_EA9847AA.fasta	31
ESC_EA9871AA.fasta	3
ESC_EA9925AA.fasta	3
ESC_EA9959AA.fasta	3
ESC_EA9992AA.fasta	3
ESC_EA9993AA.fasta	20
ESC_EA9997AA.fasta	9
ESC_FA0012AA.fasta	23
ESC_FA0021AA.fasta	9
ESC_FA0030AA.fasta	3
ESC_FA0066AA.fasta	3
ESC_FA0098AA.fasta	21
ESC_FA0099AA.fasta	21
ESC_FA0134AA.fasta	15
ESC_FA0164AA.fasta	25
ESC_FA0217AA.fasta	16
ESC_FA0319AA.fasta	20
ESC_FA0320AA.fasta	20
ESC_FA0327AA.fasta	3
ESC_FA0342AA.fasta	3
ESC_FA0351AA.fasta	1
ESC_FA0353AA.fasta	1
ESC_FA0366AA.fasta	37
ESC_FA0381AA.fasta	1
ESC_FA0405AA.fasta	1
ESC_FA0417AA.fasta	1
ESC_FA0461AA.fasta	1
ESC_FA0466AA.fasta	1
ESC_FA0471AA.fasta	1
ESC_FA0483AA.fasta	17
ESC_FA0507AA.fasta	1
ESC_FA0514AA.fasta	1
ESC_FA0519AA.fasta	1
ESC_FA0534AA.fasta	1
ESC_FA0541AA.fasta	1
ESC_FA0574AA.fasta	1
ESC_FA0620AA.fasta	1
ESC_FA0641AA.fasta	1
ESC_FA0657AA.fasta	1
ESC_FA0666AA.fasta	11
ESC_FA0675AA.fasta	6
ESC_FA0683AA.fasta	1
ESC_FA0688AA.fasta	1
ESC_FA0696AA.fasta	1
ESC_FA0706AA.fasta	1
ESC_FA0721AA.fasta	1
ESC_FA0727AA.fasta	1
ESC_FA0729AA.fasta	1
ESC_FA0732AA.fasta	6
ESC_FA0742AA.fasta	1
ESC_FA0759AA.fasta	1
ESC_FA0769AA.fasta	1
ESC_FA0770AA.fasta	1
ESC_FA0773AA.fasta	1
ESC_FA0790AA.fasta	1
ESC_FA0807AA.fasta	1
ESC_FA0829AA.fasta	1
ESC_FA0831AA.fasta	1
ESC_FA0845AA.fasta	1
ESC_FA0852AA.fasta	38
ESC_FA0858AA.fasta	1
ESC_FA0874AA.fasta	5
ESC_FA0876AA.fasta	5
ESC_FA0886AA.fasta	12
ESC_FA0892AA.fasta	24
ESC_FA0895AA.fasta	2
ESC_FA0907AA.fasta	2
ESC_FA0916AA.fasta	2
ESC_FA0929AA.fasta	2
ESC_FA0934AA.fasta	2
ESC_FA0964AA.fasta	2
ESC_FA0971AA.fasta	2
ESC_FA0984AA.fasta	5
ESC_FA0997AA.fasta	2
ESC_FA1001AA.fasta	2
ESC_FA1014AA.fasta	2
ESC_FA1019AA.fasta	2
ESC_FA1038AA.fasta	5
ESC_FA1049AA.fasta	2
ESC_FA1058AA.fasta	5
ESC_FA1070AA.fasta	2
ESC_FA1079AA.fasta	5
ESC_FA1138AA.fasta	2
ESC_FA1149AA.fasta	5
ESC_FA1172AA.fasta	2
ESC_FA1198AA.fasta	2
ESC_FA1202AA.fasta	2
ESC_FA1217AA.fasta	2
ESC_FA1220AA.fasta	2
ESC_FA1246AA.fasta	12
ESC_FA1247AA.fasta	2
ESC_FA1255AA.fasta	5
ESC_FA1263AA.fasta	12
ESC_FA1290AA.fasta	2
ESC_FA1313AA.fasta	4
ESC_FA1317AA.fasta	8
ESC_FA1325AA.fasta	4
ESC_FA1330AA.fasta	6
ESC_FA1348AA.fasta	1
ESC_FA1357AA.fasta	4
ESC_FA1371AA.fasta	1
ESC_FA1380AA.fasta	1
ESC_FA1390AA.fasta	1
ESC_FA1433AA.fasta	1
ESC_FA1434AA.fasta	11
ESC_FA1455AA.fasta	1
ESC_FA1464AA.fasta	1
ESC_FA1467AA.fasta	1
ESC_FA1468AA.fasta	1
ESC_FA1482AA.fasta	6
ESC_FA1490AA.fasta	14
ESC_FA1503AA.fasta	1
ESC_FA1526AA.fasta	1
ESC_FA1532AA.fasta	1
ESC_FA1564AA.fasta	19
ESC_FA1576AA.fasta	1
ESC_FA1593AA.fasta	11
ESC_FA1594AA.fasta	6
ESC_FA1597AA.fasta	6
ESC_FA1603AA.fasta	16
ESC_FA1653AA.fasta	1
ESC_FA1682AA.fasta	18
ESC_FA1702AA.fasta	1
ESC_FA1718AA.fasta	1
ESC_FA1735AA.fasta	1
ESC_FA1756AA.fasta	1
ESC_FA1776AA.fasta	2
ESC_FA1802AA.fasta	5
ESC_FA1809AA.fasta	2
ESC_FA1814AA.fasta	2
ESC_FA1852AA.fasta	2
ESC_FA1856AA.fasta	5
ESC_FA1874AA.fasta	5
ESC_FA1892AA.fasta	24
ESC_FA1931AA.fasta	2
ESC_FA1946AA.fasta	2
ESC_FA1957AA.fasta	2
ESC_FA1965AA.fasta	41
ESC_FA1967AA.fasta	2
ESC_FA1971AA.fasta	12
ESC_FA1977AA.fasta	2
ESC_FA1990AA.fasta	2
ESC_FA1998AA.fasta	2
ESC_FA2016AA.fasta	5
ESC_FA2021AA.fasta	2
ESC_FA2036AA.fasta	5
ESC_FA2037AA.fasta	41
ESC_FA2050AA.fasta	12
ESC_FA2053AA.fasta	2
ESC_FA2059AA.fasta	5
ESC_FA2061AA.fasta	2
ESC_FA2070AA.fasta	2
ESC_FA2078AA.fasta	2
ESC_FA2114AA.fasta	13
ESC_FA2125AA.fasta	2
ESC_FA2161AA.fasta	6
ESC_FA2165AA.fasta	1
ESC_FA2172AA.fasta	6
ESC_FA2173AA.fasta	37
ESC_FA2185AA.fasta	1
ESC_FA2195AA.fasta	17
ESC_FA2212AA.fasta	3
ESC_FA2226AA.fasta	3
ESC_FA2264AA.fasta	34
ESC_FA2336AA.fasta	1
ESC_FA2353AA.fasta	1
ESC_FA2365AA.fasta	1
ESC_FA2382AA.fasta	1
ESC_FA2387AA.fasta	1
ESC_FA2399AA.fasta	1
ESC_FA2400AA.fasta	8
ESC_FA2412AA.fasta	1
ESC_FA2459AA.fasta	12
ESC_FA2477AA.fasta	2
ESC_FA2505AA.fasta	2
ESC_FA2506AA.fasta	2
ESC_FA2512AA.fasta	5
ESC_FA2532AA.fasta	5
ESC_FA2544AA.fasta	2
ESC_FA2546AA.fasta	2
ESC_FA2626AA.fasta	6
ESC_FA2628AA.fasta	6
ESC_FA2640AA.fasta	1
ESC_FA2690AA.fasta	1
ESC_FA2719AA.fasta	1
ESC_FA2723AA.fasta	11
ESC_FA2733AA.fasta	1
ESC_FA2736AA.fasta	8
ESC_FA2749AA.fasta	29
ESC_FA2791AA.fasta	1
ESC_FA2801AA.fasta	1
ESC_FA2824AA.fasta	37
ESC_FA2845AA.fasta	6
ESC_FA2855AA.fasta	10
ESC_FA2868AA.fasta	38
ESC_FA2892AA.fasta	6
ESC_FA2893AA.fasta	4
ESC_FA2920AA.fasta	17
ESC_FA2956AA.fasta	1
ESC_FA2969AA.fasta	1
ESC_FA2982AA.fasta	3
ESC_FA3000AA.fasta	1
ESC_FA3027AA.fasta	1
ESC_FA3077AA.fasta	17
ESC_FA3088AA.fasta	3
ESC_FA3108AA.fasta	1
ESC_FA3109AA.fasta	1
ESC_FA3112AA.fasta	8
ESC_FA3119AA.fasta	1
ESC_FA3127AA.fasta	1
ESC_FA3134AA.fasta	1
ESC_FA3135AA.fasta	1
ESC_FA3142AA.fasta	38
ESC_FA3152AA.fasta	23
ESC_FA3157AA.fasta	8
ESC_FA3234AA.fasta	5
ESC_FA3245AA.fasta	2
ESC_FA3259AA.fasta	5
ESC_FA3273AA.fasta	12
ESC_FA3320AA.fasta	5
ESC_FA3356AA.fasta	2
ESC_FA3367AA.fasta	2
ESC_FA3386AA.fasta	5
ESC_FA3433AA.fasta	2
ESC_FA3454AA.fasta	2
ESC_FA3464AA.fasta	5
ESC_FA3469AA.fasta	24
ESC_FA3472AA.fasta	2
ESC_FA3501AA.fasta	15
ESC_FA3520AA.fasta	2
ESC_FA3554AA.fasta	24
ESC_FA3557AA.fasta	5
ESC_FA3568AA.fasta	5
ESC_FA3701AA.fasta	1
ESC_FA3734AA.fasta	1
ESC_FA3748AA.fasta	1
ESC_FA3763AA.fasta	1
ESC_FA3772AA.fasta	1
ESC_FA3791AA.fasta	8
ESC_FA3797AA.fasta	6
ESC_FA3816AA.fasta	4
ESC_FA3862AA.fasta	38
ESC_FA3869AA.fasta	16
ESC_FA3888AA.fasta	6
ESC_FA3923AA.fasta	6
ESC_FA3962AA.fasta	6
ESC_FA4002AA.fasta	12
ESC_FA4007AA.fasta	2
ESC_FA4009AA.fasta	5
ESC_FA4018AA.fasta	5
ESC_FA4022AA.fasta	2
ESC_FA4029AA.fasta	1
ESC_FA4087AA.fasta	1
ESC_FA4088AA.fasta	1
ESC_FA4099AA.fasta	1
ESC_FA4101AA.fasta	1
ESC_FA4109AA.fasta	1
ESC_FA4110AA.fasta	1
ESC_FA4112AA.fasta	1
ESC_FA4206AA.fasta	2
ESC_FA4335AA.fasta	13
ESC_FA4348AA.fasta	1
ESC_FA4370AA.fasta	1
ESC_FA4411AA.fasta	30
ESC_FA4439AA.fasta	18
ESC_FA4450AA.fasta	4
ESC_FA4457AA.fasta	9
ESC_FA4467AA.fasta	4
ESC_FA4542AA.fasta	1
ESC_FA4543AA.fasta	1
ESC_FA4549AA.fasta	2
ESC_FA4557AA.fasta	2
ESC_FA4561AA.fasta	24
ESC_FA4662AA.fasta	10
ESC_FA4687AA.fasta	13
ESC_FA4712AA.fasta	44
ESC_FA4719AA.fasta	21
ESC_FA4743AA.fasta	9
ESC_FA4745AA.fasta	1
ESC_FA4746AA.fasta	4
ESC_FA4840AA.fasta	7
ESC_FA4990AA.fasta	13
ESC_FA5009AA.fasta	2
ESC_FA5037AA.fasta	1
ESC_FA5437AA.fasta	7
ESC_FA5461AA.fasta	1
ESC_FA5465AA.fasta	1
ESC_FA5474AA.fasta	3
ESC_FA5486AA.fasta	6
ESC_FA5491AA.fasta	20
ESC_FA5493AA.fasta	25
ESC_FA5510AA.fasta	20
ESC_FA5525AA.fasta	11
ESC_FA5527AA.fasta	7
ESC_FA5530AA.fasta	11
ESC_FA5545AA.fasta	7
ESC_FA5561AA.fasta	7
ESC_FA5571AA.fasta	11
ESC_FA5574AA.fasta	11
ESC_FA5585AA.fasta	11
ESC_FA5587AA.fasta	23
ESC_FA5601AA.fasta	23
ESC_FA5636AA.fasta	7
ESC_FA5704AA.fasta	2
ESC_FA5715AA.fasta	16
ESC_FA5721AA.fasta	7
ESC_FA5760AA.fasta	2
ESC_FA5765AA.fasta	2
ESC_FA5787AA.fasta	4
ESC_FA5807AA.fasta	4
ESC_FA5873AA.fasta	26
ESC_FA5903AA.fasta	2
ESC_FA5931AA.fasta	1
ESC_FA5956AA.fasta	6
ESC_FA5975AA.fasta	1
ESC_FA5991AA.fasta	6
ESC_FA6005AA.fasta	9
ESC_FA6007AA.fasta	4
ESC_FA6011AA.fasta	1
ESC_FA6014AA.fasta	2
ESC_FA6043AA.fasta	1
ESC_FA6049AA.fasta	1
ESC_FA6050AA.fasta	4
ESC_FA6071AA.fasta	2
ESC_FA6109AA.fasta	42
ESC_FA6178AA.fasta	32
ESC_FA6238AA.fasta	14
ESC_FA6256AA.fasta	23
ESC_FA6260AA.fasta	30
ESC_FA6268AA.fasta	17
ESC_FA6276AA.fasta	9
ESC_FA6348AA.fasta	30
ESC_FA6441AA.fasta	19
ESC_FA6506AA.fasta	7
ESC_FA6664AA.fasta	30
ESC_FA6712AA.fasta	39
ESC_FA6735AA.fasta	36
ESC_FA6836AA.fasta	21
ESC_FA6912AA.fasta	17
ESC_FA6977AA.fasta	14
ESC_FA7056AA.fasta	3
ESC_FA7142AA.fasta	7
ESC_FA7152AA.fasta	29
ESC_FA7217AA.fasta	81
ESC_FA7447AA.fasta	45
ESC_FA7464AA.fasta	7
ESC_FA7478AA.fasta	17
ESC_FA7537AA.fasta	7
ESC_FA7650AA.fasta	4
ESC_FA7653AA.fasta	4
ESC_FA7688AA.fasta	48
ESC_FA7728AA.fasta	6
ESC_FA7735AA.fasta	6
ESC_FA7740AA.fasta	8
ESC_FA7778AA.fasta	7
ESC_FA7794AA.fasta	10
ESC_FA7803AA.fasta	10
ESC_FA7835AA.fasta	10
ESC_FA7846AA.fasta	1
ESC_FA7909AA.fasta	7
ESC_FA7942AA.fasta	12
ESC_FA7968AA.fasta	5
ESC_FA7979AA.fasta	2
ESC_FA8006AA.fasta	38
ESC_FA8007AA.fasta	1
ESC_FA8011AA.fasta	4
ESC_FA8032AA.fasta	54
ESC_FA8041AA.fasta	2
ESC_FA8055AA.fasta	5
ESC_FA8085AA.fasta	1
ESC_FA8096AA.fasta	1
ESC_FA8121AA.fasta	4
ESC_FA8122AA.fasta	13
ESC_FA8123AA.fasta	4
ESC_FA8129AA.fasta	6
ESC_FA8131AA.fasta	6
ESC_FA8145AA.fasta	2
ESC_FA8153AA.fasta	2
ESC_FA8165AA.fasta	10
ESC_FA8394AA.fasta	19
ESC_FA8403AA.fasta	3
ESC_FA8404AA.fasta	34
ESC_FA8409AA.fasta	9
ESC_FA8476AA.fasta	29
ESC_FA8483AA.fasta	22
ESC_FA8484AA.fasta	17
ESC_FA8495AA.fasta	3
ESC_FA8500AA.fasta	22
ESC_FA8518AA.fasta	3
ESC_FA8532AA.fasta	3
ESC_FA8536AA.fasta	19
ESC_FA8553AA.fasta	9
ESC_FA8554AA.fasta	19
ESC_FA8568AA.fasta	20
ESC_FA8579AA.fasta	7
ESC_FA8604AA.fasta	29
ESC_FA8643AA.fasta	33
ESC_FA8653AA.fasta	19
ESC_FA8674AA.fasta	3
ESC_FA8710AA.fasta	29
ESC_FA8728AA.fasta	17
ESC_FA8753AA.fasta	3
ESC_FA8761AA.fasta	22
ESC_FA8766AA.fasta	9
ESC_FA8776AA.fasta	13
ESC_FA8803AA.fasta	1
ESC_FA8811AA.fasta	4
ESC_FA8840AA.fasta	4
ESC_FA8843AA.fasta	4
ESC_FA8869AA.fasta	2
ESC_FA8946AA.fasta	3
ESC_FA8957AA.fasta	20
ESC_FA8976AA.fasta	17
ESC_FA8982AA.fasta	22
ESC_FA8990AA.fasta	3
ESC_FA9003AA.fasta	19
ESC_FA9007AA.fasta	3
ESC_FA9022AA.fasta	3
ESC_FA9162AA.fasta	16
ESC_FA9169AA.fasta	23
ESC_FA9241AA.fasta	1
ESC_FA9245AA.fasta	1
ESC_FA9250AA.fasta	1
ESC_FA9253AA.fasta	4
ESC_FA9275AA.fasta	1
ESC_FA9287AA.fasta	1
ESC_FA9362AA.fasta	1
ESC_FA9366AA.fasta	1
ESC_FA9405AA.fasta	39
ESC_FA9413AA.fasta	2
ESC_FA9432AA.fasta	13
ESC_FA9441AA.fasta	1
ESC_FA9456AA.fasta	1
ESC_FA9540AA.fasta	2
ESC_FA9557AA.fasta	2
ESC_FA9565AA.fasta	2
ESC_FA9607AA.fasta	5
ESC_FA9672AA.fasta	1
ESC_FA9688AA.fasta	1
ESC_FA9735AA.fasta	1
ESC_FA9791AA.fasta	2
ESC_FA9794AA.fasta	2
ESC_FA9882AA.fasta	13
ESC_FA9917AA.fasta	2
ESC_FA9944AA.fasta	17
ESC_FA9945AA.fasta	3
ESC_FA9950AA.fasta	3
ESC_FA9952AA.fasta	3
ESC_FA9953AA.fasta	7
ESC_FA9956AA.fasta	9
ESC_FA9965AA.fasta	14
ESC_FA9981AA.fasta	3
ESC_FA9997AA.fasta	1
ESC_GA0003AA.fasta	1
ESC_GA0012AA.fasta	1
ESC_GA0013AA.fasta	1
ESC_GA0014AA.fasta	1
ESC_GA0021AA.fasta	1
ESC_GA0036AA.fasta	1
ESC_GA0044AA.fasta	1
ESC_GA0046AA.fasta	1
ESC_GA0052AA.fasta	18
ESC_GA0057AA.fasta	18
ESC_GA0066AA.fasta	13
ESC_GA0067AA.fasta	8
ESC_GA0073AA.fasta	8
ESC_GA0081AA.fasta	1
ESC_GA0187AA.fasta	18
ESC_GA0192AA.fasta	4
ESC_GA0195AA.fasta	13
ESC_GA0198AA.fasta	8
ESC_GA0216AA.fasta	21
ESC_GA0218AA.fasta	1
ESC_GA0242AA.fasta	7
ESC_GA0252AA.fasta	6
ESC_GA0257AA.fasta	6
ESC_GA0258AA.fasta	8
ESC_GA0262AA.fasta	4
ESC_GA0267AA.fasta	6
ESC_GA0276AA.fasta	8
ESC_GA0281AA.fasta	6
ESC_GA0306AA.fasta	68
ESC_GA0322AA.fasta	1
ESC_GA0324AA.fasta	1
ESC_GA0331AA.fasta	6
ESC_GA0400AA.fasta	36
ESC_GA0403AA.fasta	22
ESC_GA0441AA.fasta	43
ESC_GA0482AA.fasta	43
ESC_GA0535AA.fasta	22
ESC_GA0574AA.fasta	43
ESC_GA0587AA.fasta	53
ESC_GA0589AA.fasta	17
ESC_GA0661AA.fasta	43
ESC_GA0672AA.fasta	14
ESC_GA0679AA.fasta	33
ESC_GA0684AA.fasta	1
ESC_GA0693AA.fasta	1
ESC_GA0700AA.fasta	4
ESC_GA0709AA.fasta	18
ESC_GA0717AA.fasta	7
ESC_GA0759AA.fasta	1
ESC_GA0809AA.fasta	2
ESC_GA0816AA.fasta	2
ESC_GA0826AA.fasta	24
ESC_GA0830AA.fasta	2
ESC_GA0840AA.fasta	4
ESC_GA0894AA.fasta	4
ESC_GA0942AA.fasta	10
ESC_GA0944AA.fasta	2
ESC_GA0945AA.fasta	2
ESC_GA0967AA.fasta	2
ESC_GA0974AA.fasta	19
ESC_GA1021AA.fasta	24
ESC_GA1066AA.fasta	29
ESC_GA1083AA.fasta	40
ESC_GA1146AA.fasta	9
ESC_GA1154AA.fasta	3
ESC_GA1427AA.fasta	1
ESC_GA1434AA.fasta	1
ESC_GA1472AA.fasta	16
ESC_GA1510AA.fasta	17
ESC_GA1511AA.fasta	11
ESC_GA1513AA.fasta	14
ESC_GA1539AA.fasta	16
ESC_GA1589AA.fasta	3
ESC_GA1591AA.fasta	17
ESC_GA1608AA.fasta	3
ESC_GA1630AA.fasta	13
ESC_GA1633AA.fasta	1
ESC_GA1636AA.fasta	1
ESC_GA1641AA.fasta	4
ESC_GA1669AA.fasta	13
ESC_GA1671AA.fasta	6
ESC_GA1672AA.fasta	8
ESC_GA1676AA.fasta	1
ESC_GA1681AA.fasta	7
ESC_GA1716AA.fasta	4
ESC_GA1743AA.fasta	10
ESC_GA1766AA.fasta	24
ESC_GA1774AA.fasta	24
ESC_GA1775AA.fasta	24
ESC_GA1786AA.fasta	2
ESC_GA1791AA.fasta	2
ESC_GA1797AA.fasta	2
ESC_GA1801AA.fasta	2
ESC_GA1805AA.fasta	2
ESC_GA1810AA.fasta	2
ESC_GA1815AA.fasta	2
ESC_GA1820AA.fasta	2
ESC_GA1823AA.fasta	2
ESC_GA1851AA.fasta	16
ESC_GA1887AA.fasta	4
ESC_GA1888AA.fasta	4
ESC_GA2077AA.fasta	28
ESC_GA2123AA.fasta	28
ESC_GA2230AA.fasta	27
ESC_GA2328AA.fasta	28
ESC_GA2361AA.fasta	28
ESC_GA2365AA.fasta	28
ESC_GA2378AA.fasta	28
ESC_GA2417AA.fasta	22
ESC_GA2428AA.fasta	3
ESC_GA2434AA.fasta	20
ESC_GA2444AA.fasta	9
ESC_GA2484AA.fasta	3
ESC_GA2519AA.fasta	17
ESC_GA2528AA.fasta	3
ESC_GA2546AA.fasta	9
ESC_GA2547AA.fasta	3
ESC_GA2554AA.fasta	3
ESC_GA2571AA.fasta	3
ESC_GA2595AA.fasta	4
ESC_GA2599AA.fasta	7
ESC_GA2602AA.fasta	11
ESC_GA2761AA.fasta	27
